codigo_producto;nombre_producto;marca;codigo_bodega;cantidad_inicial;costo_unitario;pvp
6820;CIMBRA EMBRAGUE GOLF VENTO;VARIOS;NA;0;0;4
6821;DIAFRAGMA ESCARABAJO 30-31 PIC;VARIOS;171010577;1;0;4
6822;REJILLA PARACHOQUE GOL 00-02 S/H L/D;VARIOS;326546;2;0;11
6823;JUNTA HOMOCINETICA GOL 01-05;VARIOS;JUN403;1;0;30
6824;VALVULAS ESCAPE GOL 95 GOLF P/G 026.109.611A JGO;VARIOS;NA;2;0;33
6825;KIT TOPE AMORT POST GOLF VENTO;VARIOS;NA;0;0;17
6826;PUNTA EJE GOL 01-05 AMAZON ;VARIOS;JUN401;5;0;28
6827;AMORTIGUADOR COMPUERTA POST GOL 2001;VARIOS;1335;2;0;25
6828;MESA GOL 95-05 AMAZON;VARIOS;MSD411;8;0;28
6829;MESA GOLF VENTO 93-99;VARIOS;YTRASÑ;0;0;38
6830;AMORTIGUADOR POST GOL 95-05;VARIOS;205205;7;0;38
6831;TAPA DEPOSITO AGUA GOL AMAZON 95-99;VARIOS;377121321A;0;0;7.5
6832;EMPAQUE ESCAPE TRIANGULAR GRANDE ET24 GOL 01-05;VARIOS;84739;2;0;5
6833;TERMOSTATO GOL 95-99 AMAZON 80G;VARIOS;425680;3;0;13
6834;EMPAQUE ESCAPE TRIANGULAR MEDIANO ET25 GOL;VARIOS;NA;7;0;5
6835;FILTRO AIRE GOL 95-97 REDONDO;VARIOS;NA;0;4.8;8
6836;CONO CORONA GOL 37-9 OM;VARIOS;NA;0;0;567
6837;CONMUTADOR 6 PINES GOLF;VARIOS;STR452;0;0;22
6838;CUBIERTA TABLERO L/I GRIS GOL 01/05;VARIOS;NA;0;0;11
6839;EMPAQUE ESCAPE RECTANGULAR AMAZON SANTANA;VARIOS;46808F;5;0;4
6840;KIT EMBRAGUE GOL 1.6 190 MM 95-99;VARIOS;4585;1;51;135
6841;KIT EMBRAGUE FOX POLO 1.6 GOL 09-12 DRB;VARIOS;5650;2;57;120
6842;KIT CABLES BUJIAS GOLF VENTO 2.0;VARIOS;1503;0;18;45
6843;BUJIAS 1 E BP5HS ESCARABAJO JGO;VARIOS;171090121;10;17.5;14
6845;AMORTIGUADOR DIRECCION AMAZON GOL 96-05;VARIOS;NA;0;18.9;37
6844;BUJE MESA GOLF VENTO GRANDE;VARIOS;72031;5;4.5;7
6846;GUARDAPOLVO PUNTA EJE GOL KIT;VARIOS;GUJ401;0;4.59;12
6847;BASE PALANCA GOL 95-05;VARIOS;RTP411;5;6.63;12
6851;CHAQUETAS BANCADA 0.25 GOL 1.8 1.6 ;VARIOS;NA;0;21;33
6850;CHAQUETAS BIELA GOL 1.8 - 1.6 0.50;VARIOS;NA;0;11.9;33
6849;CHAQUETAS BIELA GOL 1.8 - 1.6 STD;VARIOS;NA;0;11;33
6848;BUJE PUENTE DELAN 12 MM GOL 01-07;VARIOS;NA;0;4.5;11
6852;ORIN COLECTORES;VARIOS;ORIN;3;1;2
6853;CHAQUETAS BANCADA GOL GOLF STD M70290-STD;VARIOS;NA;3;21;33
6856;FILTRO AIRE CABINA GOL 09-13 POLO FOX VIRTUS;VARIOS;FLR424;5;6.99;11
6855;FILTRO AIRE AMAROK TDI;VARIOS;2H0129620A;7;12.55;12
6854;FILTRO AIRE POLO BRASIL GOLF IV 1.6 ARL-6095;VARIOS;032129620B;6;5;12
6857;FOCO H4 60/55W;VARIOS;NA;1;6;7
6858;CONDENSO CUADRADO BOSCH;VARIOS;171090036;0;4;11
6859;PLATINO UNIV BOSCH 1044;VARIOS;171090153;0;4;11
6860;EMPAQUE MULTIPLE ESCAPE POLO GR 01-05  1.6;VARIOS;NA;1;8;11
6862;REFRIGERANTE ROJO 1/2;VARIOS;NA;1;1;3
6861;REFRIGERANTE VERDE 1/2;VARIOS;NA;2;1;3
6863;RULIMAN DELAN GOLF IV JETTA 2.0;VARIOS;EQF110457;8;19;40
6864;RULIMAN PEQUEÑO GOL POST;VARIOS;NA;0;4;9
6865;KIT TOPE DELAN POLO BR 1.6;VARIOS;NA;3;650;11
6868;FUSIBLE ESCARABAJO 12 VW113.957.099A;VARIOS;NA;0;6;38
6867;PASTILLAS GOL 1.6 09/12 POLO 1.4 MD1641;VARIOS;NA;2;9.5;23
6866;EMPAQUES MOTOR ESCARABAJO GR;VARIOS;171010142;0;13.41;24
6874;BANDA MH-27 GOLF;VARIOS;NA;5;1.52;6
6875;BANDA MH-30 GOLF LISA;VARIOS;NA;6;1.52;7
6876;BANDA POLY V 6PK 1130;VARIOS;171090179;0;8;16
6873;BANDA MH-18;VARIOS;NA;1;1.5;6
6872;BANDA MH-39 PG;VARIOS;NA;0;2;8
6869;BANDA 6PK 1145 GOLF A/C;VARIOS;NA;1;6.5;13
6870;BANDA 6PK 1700 FOX POLO 1.6 A/C;VARIOS;NA;3;9.5;13
6871;KIT CABLES KOMBI ESCARABAJO ELECTRONICO ;VARIOS;171090018;0;6;42
6888;RETEN EJE TRANSMISION GOLF III VENTO;VARIOS;NA;2;0;7
6885;FOCO 1 CONTACTO GRANDE;VARIOS;6885;51;25;2
6887;FOCO 1 CONTACTO PEQUEÑO;VARIOS;6887;21;25;2
6886;FOCO 2 CONTACTOS GRANDE;VARIOS;5230;22;25;2
6884;FOCO UÑA PEQUEÑO;VARIOS;4291;30;25;1
6883;FOCO LUZ SALON MEDIANO;VARIOS;NA;17;50;2
6882;FOCO LUZ SALON GRANDE;VARIOS;F LUZ S;7;50;2
6878;SENSOR TPS MONOPUNTO GOLF VENTO 2.0 95-99 PLACA ;VARIOS;SPS451;0;17.4;44
6879;SENSOR TPS GOLF VENTO 2.0;VARIOS;NA;1;16;29
6880;SENSOR IAC RELANTY GOL 95-96;VARIOS;40380202;7;16.5;31
6881;FOCO H4 100/90 3 PATAS;VARIOS;H4;9;4;7
6877;BOMBA GAS JETTA GOLF IV POLO CL BR PILA;VARIOS;44409;1;28;42
6889;FILTRO GAS ESCARABAJO UNIVERSAL MF-1408;VARIOS;AFP-012;3;85;3
6894;PASADOR TUERCA SEGURO GOL GOLF;VARIOS;SEGUR;11;0;3
6893;MANGUERA DESFOGUE POLO FOX GOL ;VARIOS;06-002-37-0750;2;0;28
6892;PERNO JUNTA HOMOCINETICA;VARIOS;NA;17;0;1
6891;SEGURO TUERCA EJE POST GOL GOLF;VARIOS;NA;36;0;2
6890;TUERCA PUNTA EJE  POST GOL GOLF;VARIOS;NA;5;0;3
6899;TROMPO ACEITE GOLF VENTO CAFE/AZUL;VARIOS;56919081;1;0;8
6698;SENSOR ARBOL LEVAS CMP AMAROK TDI OR;VARIOS;103139;0;10;220
6897;COLECTOR AGUA GOL P/SENSOR ALUMINIO;VARIOS;NA;0;7.45;13
6896;BOMBA ACEITE GOL AMZON;VARIOS;NA;1;37.5;40
6895;BOMBA ACEITE GOLF VENTO 1.8 2.0;VARIOS;NA;1;39;47
6900;PREFILTRO GOL 00-05;VARIOS;NA;1;6;4
6901;TROMPO RETRO GOLF IV JETTA POLO GR;VARIOS;NA;1;7.5;11
6902;SENSOR TEMP PANEL GOL 01-05 2/P NEGRO;VARIOS;3088;5;8;13
6903;TAPA DEPOSITO AGUA GOL 2001 JAHU;VARIOS;TAD411;0;4;8
6907;MANIJA EXT GOL 01-05 4/P C/LLAVE;VARIOS;70751-3;3;12;17
6906;TAPA DISTRIBUIDOR BAJA ESCARABAJO;VARIOS;20413;5;2;11
6905;KIT ESTABILIZADOR GOLF VENTO 94 EXT;VARIOS;NA;0;2;7
6904;KIT ESTABILIZADOR GOLF VENTO 95 INT;VARIOS;NA;0;2;7
6921;MASCARILLA GOL 01-02;VARIOS;NA;0;6.5;15
6920;MANIJA INT CROMO GOL L/I 01-05;VARIOS;MNI411;11;2.5;6.5
6917;TUERCA SOPORTE AMORTIGUADOR;VARIOS;ED0041-VIK-2294;0;1;4
6918;CHAPA CAPOT GOL 95-2005;VARIOS;NA;1;9.5;16
6919;MANIJA INT CROMO GOL L/D 01-05;VARIOS;MND411;3;2.5;6.5
6914;TUBO ACEITE ESCARABAJO 1.6CC 21 CENT;VARIOS;TTU471;14;5;6
6915;MANIJA PALANCA GOL 01-05 SPORT;VARIOS;377711141A;8;4.5;11
6916;MOTOR  AGUA PLUMAS GOL 01-05 2 SALIDAS;VARIOS;NA;3;13;13
6913;TAPA DISTRIBUIDOR C/GUIAS;VARIOS;20027;1;5;10
6912;MANGUERA CALEFACCION CURVA GOL 01-05;VARIOS;NA;0;4.5;12
6911;MANGUERA SUPERIOR GOL 2001;VARIOS;MSR411;5;4.5;11
6909;BUJE MESA POLO FOX 1.6 GRANDE;VARIOS;BMS491;9;4.5;13
6910;MANGUERA FRENO GOL SANT DELANTERA J-1403;VARIOS;4530186;2;5;13
6908;BUJE MESA PEQUEÑO POLO FOX;VARIOS;BDS491;5;3.5;7
6922;MASCARILLA GOL 2003-2006;VARIOS;MAS413;0;8.5;16
6924;TERMINAL POLO FOX L/I GOL 09-12 14MM;VARIOS;2890;13;9.1;15
6923;SENSOR CKP POLO HATCH 1.4 16 V GR 00-05 030957 147AB;VARIOS;NA;0;18.87;155
6926;MESA POLO BR 1.6 FABIA VW 1158;VARIOS;MESAPE;3;28;33
6925;AMORTIGUADOR POST GOLF VENTO 4115;VARIOS;100203;2;20;48
6927;BUJE PUENTE POST GOL;VARIOS;3055015412;10;0;10
6931;ROTULA AMAZON 87 LI;VARIOS;NA;1;8.64;19
6932;ROTULA AMAZON 87 LD;VARIOS;9300975;3;8.64;19
6928;BARRA DIRECCION GOL 01-05 D/H L/D;VARIOS;6343;6;20.4;38
6929;BARRA DIRECCION GOL 01-05 D/H - LI;VARIOS;KLL;5;2.4;38
6930;AXIAL GOLF III VENTO 39.5X14 MM;VARIOS;NA;6;9.72;23
6934;PEDAL ACELERADOR PLASTICO ESCARABAJO;VARIOS;NA;0;0;6
6935;KIT EMPAQUES COLADOR ESCARABAJO;VARIOS;171090131;2;0;5
6933;BOMBA AGUA POLO BR 1.6 FOX  GOL 09-12;VARIOS;BMH491;3;20.79;40
6936;HORQUILLA 1RA 2DA GOL 01-05 ALT;VARIOS;NA;1;16;38
6937;MANIJA LEVANTA VIDRIO GOL 2001 GRIS;VARIOS;MAV411;3;0;6
6938;KIT REPARACION CAJA TRW GOL;VARIOS;03-002-37-0105;0;20;50
6945;KIT CARBURADOR ESCARABAJO 30 PICT;VARIOS;RCB471;2;0;16
6944;SENSOR TPS MULTIPUNTO GOLF VENTO 1.8 95-99;VARIOS;NA;0;0;26
6943;TROMPO RETRO ESCARABAJO ;VARIOS;15222;4;0;9
6942;TEMPLADOR BANDA ALTERNADOR GOLF VENTO;VARIOS;NA;0;1;9
6941;GUIA VALVULA 8MM ESCARABAJO;VARIOS;171010187;7;10;10
6940;TROMPO STOP 2 CONT ESCARABAJO 14111;VARIOS;171090229;0;1;13
6939;PRUEBA JULIO;VARIOS;NA;36;5;11
6946;REJILLA TABLERO CALEFACCION GRIS GOL 01-05;VARIOS;NA;0;1;13
6947;ESTRIBOS ESCARABAJO JGO;VARIOS;ESD471;0;10;60
6950;MANGUERA INFERIOR GOL 1.8 01-05;VARIOS;MIR411;2;10.88;13
6949;MANGUERA BOMBA-TUBO CALEFACCION GOL 01-05;VARIOS;3813;5;5.36;10
6948;MANGUERA CALEFACCION D/MEDIDA GOL 01-05;VARIOS;MBA406;4;10;12
6951;MANGUERA SUP GOLF VENTO GLS 2.0 PULPO;VARIOS;NA;3;50;47
6953;AMORTIGUADOR DIRECCION ESCARABAJO;VARIOS;NA;0;8.95;49
6952;BUJE MESA GOLF IV JETTA GOL 09-12;VARIOS;B1;6;4.86;5
6954;BUJIAS BERU 4 ELECT GOL GOLF VENTO;VARIOS;NA;0;18.5;23
6955;AMORTIGUADOR DELAN POLO 1.6 BR FOX GOL 09-12;VARIOS;5463;3;24.5;55
6956;AMORTIGUADOR DELAN GOLF IV JETTA POLO CL 01-02;VARIOS;205032;0;28.14;45
6957;INYECTOR GOLF VENTO 1.8;VARIOS;NA;2;21.03;45
6958;AMORTIGUADOR POST GOLF IV JETTA;VARIOS;NA;2;25.47;48
6959;CUBO RUEDA POST POLO BR 1.6 FOX 6Q0598611;VARIOS;5473;3;9.75;38
6960;ROTULA L/I D/H P/D GOL 95-99;VARIOS;171040109;0;11.33;21
6961;ROTULA L/D D/H P/D GOL 95-99;VARIOS;NA;3;11.33;21
9662;PIÑON CIGUEÑAL GOL 2001-07;VARIOS;507;1;5.38;16
6963;TERMOSTATO GOL 00-05 87G ;VARIOS;425687;11;6.23;13
6964;FILTRO ACEITE POLO 1.6 FOX GOLF IV;VARIOS;111.0.02113-VIK;9;2.5;7
6965;LIQUIDO HIDRAULICO 1/4 AMALIE;VARIOS;NA;0;4.6;8
6966;AGUA DESTILADA 1/4;VARIOS;NA;1;0.55;1.5
6967;EMPAQUE CABEZOTE GOLF IV JETTA 2.0;VARIOS;NA;1;0;40
6968;POLEA ALTERNADOR ESCARABAJO (ASPASA);VARIOS;171090362;2;15;29.5
6969;BOTA SEMIEJE ESCARABAJO GR;VARIOS;GDD451;0;4;12
6970;ADAPTADOR CARBURADOR ESCARABAJO;VARIOS;171010494;1;8;28
6971;TOPE AMORTIGUADOR GOL;VARIOS;NA;1;2;6
6972;CHAQUETAS BANCADA 0.50 S/S GOL;VARIOS;NA;1;21;35
6973;CAPOT GOL 01-06;VARIOS;NA;1;2;178
6974;VALVULAS ESCAPE GOL 01-08 ALT;VARIOS;NA;1;15;33
6975;VALVULAS ADMISION GOL 01-08 JGO;VARIOS;NA;0;15;29
6976;DEPOSITO LIQUIDO FRENO GOL 00-05;VARIOS;NA;0;8;16
6977;ALMA MASCARILLA GOLF III VENTO;VARIOS;NA;1;0;11
6978;LIBRE;VARIOS;NA;0;0;16
6979;TAPON COLADOR ESCARABAJO;VARIOS;NA;3;0;4
6980;TERMINAL GOLF VENTO L/I POLO CL;VARIOS;TERN4;7;0;16
6981;FOCO H1 100W GOLF IV;VARIOS;H1;12;0;7
6982;DEPOSITO AGUA GOL VOYAGE 1.6 09-13;VARIOS;NA;1;0;21
6983;BANDA POLY V 6PK 1500 GOL A/C 95-96;VARIOS;NA;1;0;13
6984;BOMBA D/H AUDI A4 ;VARIOS;NA;1;0;175
6985;BANDA 38 GOL;VARIOS;NA;3;2.35;8
6986;BANDA 30  GOLF DENTADA;VARIOS;NA;7;2.52;7
6987;BANDA POLY V 1560 AMAROK;VARIOS;NA;1;8.5;18
6988;BANDA DISTRIBUCION 124 D GOLF VENTO;VARIOS;NA;2;7.5;11
6989;BANDA DISTRIBUCION 138 D GOLF IV 2.0;VARIOS;NA;4;8.75;33
6990;BANDA DISTRIBUCION 150 D PASSAT JETTA SK OCTAVIA;VARIOS;NA;2;12.54;16
6991;BANDA DISTRIBUCION 160 D AMAROK TDI;VARIOS;1120.02125;2;28.27;25
6992;BANDA POLY V 16PK 1080 GOLF 1.6 GOL 6  S/AC TRANSPORTER ;VARIOS;NA;10;5.69;13
6993;BANDA POLY V 6PK 2240  GOL 2003;VARIOS;NA;7;11.9;19
6994;BANDA 36 P ESCARABAJO DENTADA;VARIOS;11A0915C;2;2.25;7.5
6995;BRAZO PLUMAS POST GOL 00-05;VARIOS;NA;0;26.56;35
6996;TOMA AGUA S/TERMOSTATO POLO BR FOX;VARIOS;NA;3;10;6
6997;DEFLECTOR PLASTICO TAPA VALVULAS  GOL AMAZON SATANA;VARIOS;587A6;1;10;11
6998;COMPUTADORA GOL  00-99 1.6 MULTIPUNTO  USD;VARIOS;NA;0;20;258
6999;CABLE FRENO MANO GOLF IV 01- 3427;VARIOS;NA;2;8.04;19
7000;CABLE CAPOT GOL 2010-15;VARIOS;NA;2;5.36;16
7001;AMORTIGUADOR COMPUERTA FOX POLO 1.6;VARIOS;NA;2;11.61;19
7002;AMORTIGUADOR CAPOT JETTA GOLF IV;VARIOS;NA;2;16.07;26
7003;BIGOTE FRONTAL GOL 95 - 99 OM;VARIOS;NA;1;9.82;37
7004;MOTOR AGUA  PULMAS POLO 1.6;VARIOS;NA;1;8.48;14
7005;BOMBA EMBRAGUE CAJA POLO FOX GOL 09 ;VARIOS;NA;1;24.11;38
7006;BOMBA EMBRAGUE PEDAL POLO INID 1.6 2023;VARIOS;1880.04131-CIL;1;29.91;28
7007;TOMA AGUA CALEFACCION C/PIN GOLF IV POLO;VARIOS;171085303;0;7.14;11
7008;TOMA AGUA SUPERIOR 90G POLO GOLF S/P;VARIOS;NA;4;5.36;9
7009;TOMA AGUA SUPERIOR 45G POLO GOLF S/P;VARIOS;NA;5;5.36;9
7010;CABLE MANIJA PUERTA GOL L/D DELAN;VARIOS;NA;2;2.68;11
7011;CABLE MANIJA PUERTA GOL L/I DELAN 21627;VARIOS;CPI412;1;2.68;8
7012;CABLE ACELERADOR GOL 95-97  435;VARIOS;435;3;5.36;11
7013;CABLE CAPOT GOL 95 - 07;VARIOS;NA;1;4.46;10
7014;CABLE EMBRAGUE AMAZON 87 - 484;VARIOS;484;4;8.93;16
7015;CABLE EMBRAGUE GOL 01-05 - 3030;VARIOS;CAE412;4;9.38;16
7016;CABLE EMBRAGUE GOL 95-99 - 518;VARIOS;CAE411;6;9.38;15
7017;CABLE FRENO MANO GOL VENTO 95-99-3428;VARIOS;NA;5;7.59;13
7018;CONMUTADOR 4 PINES GOL 00-05;VARIOS;LCG1140;6;5.36;11
7019;LETRA GOL 01-05;VARIOS;760564;12;5;9
7020;FARO POST GOL 95-99 L/D;VARIOS;NA;1;11.16;26
7021;FARO POST GOL 95-99 L/I -3333;VARIOS;NA;0;11.16;26
7022;FARO POST GOL 2007 L/D POWER;VARIOS;NA;0;22.32;37
7023;FARO POST GOL 2007 L/I POWER;VARIOS;NA;2;22.32;37
7025;FARO POST GOL 10 -11 L/I;VARIOS;NA;0;28.57;40
7026;JUNTA HOMOCINETICA L/CAJA GOLF VENTO;VARIOS;JUN451;0;13.39;32
7027;TAMBOR DEL 4H ESCARABAJO ;VARIOS;NA;0;13.39;68
7028;MAQUINA LEVANTAVIDRIOS GOL 2001  L/D 2P;VARIOS;NA;0;13.39;29
7029;MAQUINA LEVANTAVIDRIOS GOL 2001 L/I 2P;VARIOS;NA;0;14.29;29
7030;KIT CABLES POLO BR 1.6 GOLF IV GOL 09-12 MAGNRTI ;VARIOS;3252;2;25;28
7031;DEPOSITO AGUA PLUMAS POLO BR 1.6 ;VARIOS;NA;0;19.64;29
7032;DEPOSITO AGUA GOL 2010-13;VARIOS;THR414;3;10.71;21
7033;DEPOSITO AGUA POLO INDU 18-19;VARIOS;NA;0;13.39;19
7034;RETEN DELANPOLO FOX 1.6;VARIOS;NA;12;5.8;7
7035;RETEN CIGUEÑAL C/BRIDA GOL 01-07;VARIOS;MO3941-VIK-0173;3;33.06;36
7036;RETEN CIGUEÑAL POLO 1.6 GOLF 1.6 C/BRIDA;VARIOS;RPC492;0;33.04;55
7037;RETEN PALANCA SELECTORA GOL;VARIOS;NA;0;2.23;4
7838;RULIMAN DELAN AMAROK;VARIOS;VKBA 6746XN;4;20.5;81
7039;RULIMAN DELAN GOLF VENTO;VARIOS;1JO498625;4;8.04;32
7040;RETEN TRANSMICION GOL;VARIOS;NA;4;1.79;5
7041;FILTRO GAS C/VALVULA POLO BR  INDU JETTA 4 BAR;VARIOS;FDG013;4;10;25
7042;RETEN GUIA VALVULA 7 MM GOLF VENTO 2.0;VARIOS;SEV411;16;1;1.3
7043;ELECTROVENTIDADOR POLO BR PINCIPAL;VARIOS;DWV12003;1;50;78
7044;BARRA DIRECCION GOL LD D/M P/ABAJO FIJA;VARIOS;NA;0;26.85;37
7045;BARRA DIRECCION L/I GOL 95 D/MECANICA;VARIOS;NA;1;26.85;50
7046;KIT RULIMANES RUEDA GOL GOLF VENTO;VARIOS;KRR411;8;10.5;17
7047;KIT MEDIAS LUNAS CIGUEÑAL GOL GOLF ;VARIOS;5738;0;8;27
7048;RULIMAN SOPORTE AMORT GOLF IV JETTA GOLF MANHATAN;VARIOS;NA;3;1;6
7049;TABLERO GOL G5 YOYAGE 11-13 4P 1,6 CC;VARIOS;NA;1;0;155
7050;CHAQUETAS BIELA GOL GOLF 0.75 B70494 0.75;VARIOS;NA;2;0;21
7051;SENSOR (TPS) GOL 01-04;VARIOS;40415902;1;18.75;20
7052;SENSOR (TPS) GOL 95-99;VARIOS;NA;1;12.5;21
7053;SENSOR HALL GOL 01-06;VARIOS;SHL411;6;21.43;35
7054;SENSOR HALL C/PLACA GOL 95;VARIOS;43292;4;21.43;42
7055;KIT CABLES GOLF 1.8 95-99 STV-21 NKG;VARIOS;STV21;4;20.09;45
7056;TUBO AGUA GOLF IV 2.0 JETTA -2233;VARIOS;VVCV;1;16.96;20
7057;TUBO DE AGUA VENTO GOLF 1.8 95 -99 2231;VARIOS;TAS58;2;1696;19
7058;TUBO AGUA GOL 95-97 S/AC;VARIOS;17101246;0;5.36;25
7059;DISCO EMBRAGUE 210 MM GOL SANTANA 1.8;VARIOS;NA;0;30;47
7060;DISCO FRENO POLO BR FABIA GOLF IV 1.6 5H;VARIOS;03-004-37-0214;2;30;37
7061;CAPOT POLO BR 2003-07;VARIOS;NA;1;190;165
7062;SEGURO PARACHOQUE POST L/I GOL 00-05;VARIOS;NA;3;1.52;6
7063;PLATILLO AMORTIGUADOR SUPERIOR POLO IND ;VARIOS;NA;0;1.52;25
7064;TOMA AGUA SUPERIOR POLO BR 6Q0.122-291E PIN;VARIOS;MO0671-OST-2128;2;1.45;7
7065;EMPAQUE CARTER CAUCHO GOL GOLF VENTO;VARIOS;1169;3;9.82;24
7066;SEGURO PARACHOQUE DEL JETTA 08-11 L/D;VARIOS;NA;0;7.14;25
7067;KIT TUERCA PUNTA POLO VIRTUS;VARIOS;NA;6;0;8
7069;PARASOL ESCARABAJO V/MODELOS;VARIOS;NA;0;0;26
7069;KIT PERNO POLEA TEMPLADOR GOLF;VARIOS;NA;1;8;3
7070;SWITCH PARQUEO GOL 01-02;VARIOS;171090316;4;0;25
7071;EMPAQUES MOTOR GOL 00-05;VARIOS;1171;0;25;73
7072;CHAPA PUERTA DEL GOL 00-09 L/D;VARIOS;NA;0;48;55
7073;CHAPA PUERTA DEL GOL 00-09 L/I;VARIOS;NA;0;48;55
7074;MECANISMO MANIJA GOL LI;VARIOS;NA;0;0;7
7075;ROTULA GOLF IV JETTA 2.0 01-08 LI;VARIOS;N1058;12;0;16
7076;MANGUERA COLECTOR POLO GOL FOX 1.6;VARIOS;NA;0;0;16
7077;RINES GOL 2001 0.50 DELGADO;VARIOS;NA;3;0;47
7078;RINES GOL 2001 STD DELGADO;VARIOS;NA;3;0;50
7079;RINES GOL 2001 0.25 DELGADO;VARIOS;NA;0;0;50
7080;BOBINA ENCENDIDO POLO FOX;VARIOS;B0E91;2;0;67
7081;VALVULA ADMISION GOL 1.6 CC 95-99 8MM  JGO;VARIOS;NA;4;0;29
7082;VALVULAS ESCAPE GOL 01-08 VE0700087 JGO;VARIOS;NA;1;0;45
7083;VALVULAS ESCAPE POLO 1.6 FOX BAH JGO;VARIOS;NA;0;0;33
7084;SENSOR TEMP GOL 95-97 ECT ;VARIOS;NA;0;0;28
7085;TUBO AGUA GOL 01-08 A/C;VARIOS;45879;2;0;23
7086;SEGURO VARILLA CAPOT GOL;VARIOS;NA;1;0;3
7087;PALANCA DIRECCIONAL ESCARABAJO BRASILIA;VARIOS;INL472;1;0;75
7088;PLUMAS 11 ESCARABAJO;VARIOS;NA;0;0;15
7089;ORIN INYECTOR GOL;VARIOS;NA;8;0;1
7090;POLEA TEMPLADOR JETTA 2.0 01-08;VARIOS;NA;0;0;25
7091;MAQUINA LEVANTAVIDRIOS  ELE GOLF HATH 02/08 POLO 03-14 L/D;VARIOS;NA;1;0;68
7092;PALANCA DIRECCIONAL GOL 01-05;VARIOS;1018;0;0;37
7093;KIT DISTRIBUCION BAH POLO FOX GOL 1.6 135 D;VARIOS;KKMA01106;1;0;89
7094;KIT DISTRIBUCION GOLF IV JETTA 138 D;VARIOS;VKM 01113;4;0;85
7095;EMPAQUES MOTOR ESCARABAJO SABO;VARIOS;171010195;3;0;18
7096;PROTECTOR BANDA INFERIOR AMAROK 11-13 TDI;VARIOS;NA;0;0;32
7097;RADIADOR ACEITE GOLF VENTO 2.0 SANTANA;VARIOS;NA;0;0;26
7098;REGULADOR 30 AMP ESCARABAJO190.350.068;VARIOS;NA;1;0;88
7099;PROPULSORES ESCARABAJO JGO OM;VARIOS;NA;0;0;67
7100;PALANCA SELECTORA GOL 2001;VARIOS;133115051;3;0;47
7101;BANDA POLY V 2275 GOL C/A 01-05;VARIOS;NA;1;0;16
7102;BANDA POLY V 2272 GOL C/A 01-05;VARIOS;NA;0;0;16
7103;BANDA POLY V 1741 GOL S/A 01-05;VARIOS;RAA412;0;0;18
7104;EMPAQUE ESCAPE GOLF VENTO MAN-101;VARIOS;464;7;0;6
7105;PEDALES ESCARABAJO BRASILIA;VARIOS;NA;0;0;159
7106;RULIMAN ESFERAS ARBOL GOL (TAPA) 013.311.371 1;VARIOS;NA;1;0;44
7107;CAUCHO PUERTA GOL 95-01 LI/LD;VARIOS;37387;0;0;25
7108;PLATILLO AMORTIGUADOR GOLF VENTO;VARIOS;19141241;3;0;9
7109;TAPA DISTRIBUIDOR ALTA ESCARABAJO VK106;VARIOS;20056;3;0;12
7110;PALANCA DIRECCIONAL ESCARABAJO MEX 111.953.513F;VARIOS;171090147;0;0;86.25
7111;CILINDRO POST 17 MM 113.611.053B 04-0061;VARIOS;171060015;0;0;18
7112;INYECTOR GOLF IV JETTA 01-07;VARIOS;622063;3;0;45
7113;RADIADOR ACEITE NEGRO ESCARABAJO;VARIOS;NA;1;0;155
7114;SERVOFRENO GOL 02-05 BOLA;VARIOS;7987;1;0;65
7115;CINTA VOLANTE ESCARABAJO BRASILIA 130 D;VARIOS;NA;1;0;47
7116;MANIJA EXT ESCARABAJO T/M NIQUEL;VARIOS;MAD471;1;0;29
7117;MANIJA EXT DELT FOX POLO BR GOLF IV;VARIOS;NA;1;0;13
7118;MANIJA INT GOL GRIS LI 403;VARIOS;373868403 ACZ;3;0;5
7119;COBERTOR MANIJA PALANCA CROMO GOL 01-06;VARIOS;115017;2;0;21
7120;DIRECCIONAL DELANTERA AMAZON 87 L/I;VARIOS;NA;1;0;11
7121;FILTRO ACEITE POLO INDU 1.6 2016-18 ;VARIOS;NA;4;0;9
7122;LIRBRE;VARIOS;NA;0;0;37
7123;CUBIERTA TABLERO L/I NEGRA GOL 01/05;VARIOS;NA;2;0;11
7124;ESPEJO RECT 4P CONTROL L/I GOL 1481.0;VARIOS;1481;1;0;42
7125;INYECTOR AMAROK TSI;VARIOS;NA;1;0;129
7126;VARILLA ACEITE POLO BR;VARIOS;NA;1;0;11
7127;MANGEURA INFERIOR GOLF 1.6 00-08;VARIOS;NA;0;0;55
7128;FARO DELAN JETTA 2008-11 LI;VARIOS;NA;1;0;114
7129;FARO DELAN GOL 2009-12 LI;VARIOS;NA;1;0;81
7130;FARO DELAN GOL 2001-06 LD 510;VARIOS;NA;0;0;64
7131;TAMBOR POST GOL 180 MM 95-99;VARIOS;HF 65B;5;0;29
7132;ELECTROVENTILADOR GOL 95-99 A/C 250 W;VARIOS;NA;1;0;78
7133;MANGUERA FRENO DELAN LARGA ESCARABAJO 445 MM 113.611.701;VARIOS;MDF472;3;0;12
7134;MANGUERA FRENO POST GOLF VENTO;VARIOS;4530188;3;0;9
7135;SENSOR MAP GOL 1.8 00-06;VARIOS;04-002-37-0232;2;0;28
7136;ROTOR ALTO ESCARABAJO AMAZON 21215;VARIOS;RON302;6;0;7
